n1,n2,intensity,distance,R1+R2,projection_volume
210,830,1070.094849,1.163658025,0.712099165167996,0.0027320471390625
364,797,1069.789239,0.968968524,1.0956966604774212,0.065116613428125
347,523,1066.2932130000004,6.205449217999999,0.8071841560690327,0.0109133777320312
126,797,1064.50354,2.292880285,1.0665128339958228,0.009036911975
63,523,1064.315674,1.4088647909999998,0.8252719219669546,0.008620579034375
38,226,1062.520508,2.807596837,0.8656071450608821,0.022902884353125003
63,525,1060.455688,1.426499211,0.7081365826169306,0.003267637121875
72,364,1059.56958,2.411410376,0.6286950779121085,0.00019406532783203102
830,226,1056.543823,2.081850139,0.9575693388234314,0.0519775542125
72,830,1055.949219,2.9333598480000003,0.7354882745201645,0.0051276050765625
126,525,1053.647705,0.879659025,0.7050590826003269,0.0152633830125
226,1,1053.6040039999998,3.073385755,0.8054910752295003,0.0048953601402343715
525,286,1052.688354,2.104613979,0.6440612946405893,0.0009118404640625
797,347,1050.381958,4.00615776,1.0515025681145045,0.00653098796875
470,946,1049.483398,1.785637141,0.9122248597844442,0.0107308726
797,226,1045.839111,2.932388105,1.2645147691052843,0.025738737609375
223,194,1041.2677,1.395707706,1.1996620226369097,0.13542675615
38,470,1040.749878,1.869144189,0.7153810301360108,0.000379205765039062
72,1,1034.848145,2.215851981,0.5834100109262332,0.0033257046388671893
72,38,1029.942139,4.904130912,0.6435260807576151,0.00284316660195312
210,226,1029.034058,3.000033333,0.7741240771878029,0.01026260318125
525,515,1023.716064,2.374384131,0.8520969509587273,0.0211559135375
38,364,1023.686157,2.680037313,0.6967890364330191,0.00607354846875
525,614,1021.012817,1.945507646,0.893212551399237,0.0286984186125
72,1004,1018.397034,2.209637979,0.6479110947520234,0.005062165098046871
1,830,1014.599243,1.089311709,0.7434661632096935,0.00133266207265625
830,364,1013.630554,1.155378726,0.7887512301955686,0.0150727775296875
1004,286,1012.509399,2.149278949,0.6109924359860914,0.00695535553125
72,390,1012.466187,4.091760013,0.5113414017352155,0.00131247254140625
72,614,1010.937012,3.814039853,0.7876647202294202,0.0187244533765625
1,88,1005.908508,2.12235718,0.8492216868890602,0.005156440734375
364,491,1004.902391,1.259880947,0.8463457952151,0.0016320150293633198
470,88,995.6223755,1.744305019,0.9130987475779272,0.000292719534057617
226,72,989.423584,4.8958860280000005,0.7975131865399714,0.004141606328125
1,614,987.8825073,1.885444245,0.7956426089189491,0.008933069490625
72,194,981.0102538999997,3.113599203,1.0785019136238507,0.0207515177625
72,347,978.9088135,3.55562934,0.5845009855491917,0.00202469447988281
72,693,973.4945068,3.406258945,0.7958331627385917,0.0014552412
223,390,968.8734131,1.518222645,0.6325015107482744,0.0064442944125
470,286,967.9131525,2.147673159,0.6103684128491682,7.233658645629879e-07
63,1004,966.6676025,1.7671728830000002,0.6750677239624328,0.00220486576679687
1,946,964.5276489,1.336600165,0.8483477990955774,0.00632174143125
210,272,964.1973267,3.556135543,0.6165154207108465,0.004450748859375
525,38,964.0623169,3.718521211,0.7490739119274319,0.007629146415625
63,272,962.4360352,1.92,0.6670611592734244,0.0034970287078125
63,390,961.0627441,1.209504031,0.5384980309456249,0.0012846611749999998
38,491,960.4876613,3.905752168,0.8611767980606067,0.0025741995526184103
226,63,959.7702026,1.5458654530000002,0.8246698157503807,0.00896849591640625
72,491,959.5333454,1.7908098730000002,0.7930828395396958,0.00209354818886719
470,491,955.8890023,2.228003591,0.8649377889180916,1.37182176040649e-05
226,614,955.2172241,1.298768648,1.0097457845326872,0.0245257733875
72,272,953.8513184,5.346082678,0.6399045300630151,0.00294113630234375
1,797,949.0714722,1.934373284,1.050411593491546,0.00977111970625
525,364,946.9315186,1.133225485,0.7342429090819254,0.00488365554277344
797,272,944.0045776,3.563425318,1.1069061126283275,0.00328512908828125
72,126,941.722229,2.436411295,0.5995112514305101,0.0005784577524414058
525,830,938.1777954,0.905151921,0.8410361056899813,0.0202831831125
38,390,937.4435425,2.310194797,0.5794353602561262,0.00265564854023437
72,210,936.7365112,2.159282288,0.5520430128845358,0.0007768862192382808
470,347,935.2479248,4.788830755,0.6563559349275875,4.7550384765625e-06
72,286,933.7174683,4.156067853,0.5385134634707724,0.0007528435796875
63,226,932.8994141,1.5458654530000002,0.8246698157503807,0.00332715476132812
226,946,926.8029175,2.895513771,1.0624509747093156,0.068719727825
38,525,926.7511597,3.718521211,0.7490739119274319,0.011145048775
830,470,923.8862305,1.573403953,0.8073432238985603,0.00423590706738281
1,693,917.5952759,1.7505998969999998,0.8038110514281207,0.0015822377921875
38,210,913.5823364,3.069853417,0.6201369714054465,0.0006710281050292968
470,830,913.1780396,1.573403953,0.8073432238985603,0.000113315313671875
223,491,904.6478487,1.424254191,0.9142429485527548,0.0127547175136719
63,614,903.6563721,1.008414597,0.8148213494398295,0.016361659059375002
470,693,901.0609392,2.79510286,0.8676881121169875,4.79440404296875e-05
63,470,895.5357666000001,1.58113883,0.6744437008255095,0.00150368790374756
1,272,890.5654906999998,3.560702178,0.6478824187525439,0.0025298120421875
830,210,889.2427979,1.163658025,0.712099165167996,0.0041881234828125
347,88,888.0783690999998,5.333001031,0.8503126615120187,0.0249362715
1,364,882.5921020999998,0.995439601,0.6366729666016374,0.0026854156765625
226,364,874.6616211000003,2.717719632,0.8507761422153755,0.00848508013828125
1,470,874.5304564999999,1.974689849,0.6552649603046291,0.0013276748296875
525,693,872.9505005000002,1.5386032630000002,0.9013809939084084,0.0045705713921875
38,693,864.2832030999998,4.297848299,0.8639271212595026,0.0651690053
38,1004,863.0622559000002,3.487262537,0.7160050532729341,0.0181628281625
797,286,859.5836182,2.824623869,1.0055150460360849,0.000807235130078125
1,38,857.7124633999998,3.446519984,0.6515039694471441,0.00121351221796875
226,470,857.4536132999998,2.095638328,0.8693681359183671,0.000227952344921875
523,286,855.1779175,1.062261738,0.7611966339906133,0.0080108293125
364,226,854.6945189999999,2.717719632,0.8507761422153755,0.0308351223359375
210,286,843.1385498,2.285694643,0.5151243541186039,0.000622345152734375
1,226,837.8322143999999,3.073385755,0.8054910752295003,0.008911613462499999
286,88,833.9383545,0.883232699,0.8043251394335993,0.0157488473734375
38,126,831.7939453,3.702566677,0.6676052099514207,0.01481774485625
210,223,825.5470581000002,1.473091986,0.6732031218975947,0.0019933794125
364,63,825.5142212000002,1.60003125,0.6558517071225178,0.01057954835
470,226,822.9557495,2.095638328,0.8693681359183671,0.00103046910996094
226,210,822.6973267000002,3.000033333,0.7741240771878029,0.00526223391640625
272,72,819.6116943,5.346082678,0.6399045300630151,0.0047669794703125
1,390,812.6879272000001,2.083866598,0.5193192904247445,0.0010001042980468699
38,1,812.2544556,3.446519984,0.6515039694471441,0.00820141205625
226,830,804.0811767999999,2.081850139,0.9575693388234314,0.0126164307855469
226,1004,796.1521606000001,3.077206525,0.8699921590552904,0.0078775211375
525,223,792.2471924,1.280390565,0.8021400624195799,0.0052503929515625
470,210,782.9718702,1.567450159,0.6238979622629316,1.60553751708984e-05
63,491,782.2614524,1.808867049,0.8202394687501052,0.0012249980356933599
523,470,782.0142822,2.076270695,0.8699702421349411,0.000785165697558594
470,223,778.1141357000001,2.167233259,0.7684471806281591,1.142691484375e-05
797,223,775.423584,2.531659535,1.163593813815076,0.0102651227
470,1,771.8433838,1.974689849,0.6552649603046291,5.50581896484375e-05
72,223,771.0090942,3.205074102,0.6965922312497632,0.0012984719015625
470,614,760.4129638999998,1.151911455,0.8595196696078159,0.000133909795947266
226,38,759.9798584,2.807596837,0.8656071450608821,0.00324980468203125
63,1,758.5429077,1.776344561,0.6105666401366426,0.0011837961296875
63,210,752.5824585,1.7671728830000002,0.5791996420949452,0.00057896654375
126,226,749.6688232000001,3.0254916960000005,0.821592315733777,0.0109457333125
1,286,746.8239746,2.157985171,0.5464913521603014,0.000352322728515625
226,491,746.547481,3.290121578,1.015163903842963,0.0274963430328125
272,946,740.7686767999999,3.3080659,0.9048423182323592,0.0092907554796875
272,797,739.5818481000001,3.563425318,1.1069061126283275,0.000248533100976562
470,126,736.4419556,2.234748308,0.6713662008089059,2.19899836730957e-06
63,126,729.9054565,1.718167629,0.6266678806409194,0.000605086931640625
272,88,728.4641113,1.561601742,0.905716206025842,0.00520317574765625
390,38,723.3073730000001,2.310194797,0.5794353602561262,0.000129545022851562
63,286,722.8881836,1.00124922,0.5656700926811817,0.0008518062765625
272,63,721.7340697999998,1.92,0.6670611592734244,0.0026248400390625
272,830,721.0562133999998,2.514040572,0.7999606823464752,0.0121054598
390,946,713.2642822,2.315599274,0.7762791899045597,1.28721429870605e-05
226,693,709.7556762999999,2.581879161,1.0179142270418589,0.0111384333347656
364,72,701.1156816,2.411410376,0.6286950779121085,0.00114916128837891
797,126,700.9555054,2.292880285,1.0665128339958228,0.00146460996171875
1,223,700.6135864,1.145643924,0.7045701199392922,0.0011468325203125
38,286,696.8626098999998,3.276156284,0.6066074219916832,0.008120873818749999
470,1004,693.5407715,2.004220547,0.7197660441304191,8.3373498878479e-07
226,347,689.710022,6.207914304,0.8065820498524587,0.0019507021542968695
286,226,689.6446533,1.280702932,0.7605945277740394,3.29294122192383e-05
523,223,686.3635864,2.134385157,0.9192754017696042,0.03883722605
126,364,678.3822632,1.35070352,0.6527742071059142,0.00133963872519531
347,515,671.9042357999998,5.87,0.7556179831013978,0.0218670289277344
272,226,671.142334,0.739256383,0.861985594366282,0.006799244440625
63,223,670.1295776000002,1.22592822,0.7237488604601726,0.00421126794375
523,126,670.0323486000002,2.847349645,0.822194421950351,0.01287703799375
286,830,663.0176392000002,1.23616342,0.6985696157542326,0.0034649857703125
226,286,660.9218139999998,1.280702932,0.7605945277740394,0.0011165889546875
286,946,647.0667725,2.314519389,0.8034512516401167,0.0004471893959411621
470,390,634.4417725,1.427200056,0.5831963511136112,6.9286861328125e-05
272,364,629.9924316,3.317845687,0.6931674857384191,0.000239398553515625
286,38,628.4494629,3.276156284,0.6066074219916832,0.00620866045625
286,72,622.1403809,4.156067853,0.5385134634707724,8.64943528869629e-05
286,63,621.8928222999998,1.00124922,0.5656700926811817,0.00166997171796875
286,693,616.3592529,1.394668419,0.7589145039726599,0.00247606345709228
286,797,611.1775512999999,2.824623869,1.0055150460360849,6.68296764533996e-05
515,470,609.8839111000002,2.063879841,0.8184040691673062,0.00030233565246582
286,390,604.072937,0.969226496,0.4744227429692836,2.66559198486328e-05
126,470,596.5239257999998,2.234748308,0.6713662008089059,7.663595872802729e-05
272,347,588.9373168999998,6.558818491,0.6489733933755024,0.00133767699296875
272,525,588.2455444,3.337019628,0.7454523612328319,0.000567814593554687
272,38,573.3643187999999,3.517911312,0.7079984885839258,0.00794871875
226,126,571.2642822,3.0254916960000005,0.821592315733777,0.00174749154589844
286,515,568.8116455,0.7887331609999999,0.7096304610229787,0.00320465906796875
286,523,561.4069824,1.062261738,0.7611966339906133,0.000574920389086914
364,693,560.5832519999999,2.308441032,0.8490961184139959,0.0053693358769531215
272,1004,547.4418335,3.556135543,0.712383502578334,0.00136250629785156
272,693,540.0269165,2.707655813,0.8603055705649025,0.000648999078369141
126,194,538.6254272000001,1.582466429,1.1025810428176563,0.05638947195000001
272,491,528.678129,3.703619851,0.8575552473660066,0.000212590112419128
364,946,528.4465332,1.162239218,0.8936328660814526,0.026120931025
286,272,525.8322143999999,1.544312145,0.6029858712970831,0.000722879778222656
272,614,524.9552612,1.944659353,0.8521371280557308,0.017727751190625002
470,272,519.826355,2.778920654,0.7117594794414108,4.26949991699219e-05
364,830,511.7434692,1.155378726,0.7887512301955686,0.0140465154046875
390,210,505.5532227,2.011218536,0.4879522923830469,5.94656989746094e-05
272,194,499.690094,2.438544648,1.1429743214501615,0.00981635340546875
272,390,493.7796326,1.818268407,0.5758138095615262,0.002054753596875
364,515,488.9634399,2.417126393,0.7998120754643147,0.00186467224179687
390,525,488.8983765,2.198499488,0.6168892329050323,4.06305798828125e-05
272,286,485.6790161,1.544312145,0.6029858712970831,0.000481586336328125
272,210,483.4912109,3.556135543,0.6165154207108465,0.000252813496514893
226,223,481.9497070000001,2.334137957,0.9186732955530302,0.002386781578125
364,88,481.4308777,1.92418814,0.8945067538749354,0.00688058156953125
390,1,475.5212097,2.083866598,0.5193192904247445,0.00022946818671875
286,491,470.4238416,2.394681607,0.7561641807737641,0.0006669953048400879
286,126,457.5108337,1.976512079,0.5625925926645781,0.000117562350390625
364,523,447.74331669999987,2.618892896,0.8513782484319494,0.0090975686921875
286,194,443.14688110000014,1.489160838,1.0415832548579191,3.77719227539062e-05
286,210,440.2863159,2.285694643,0.5151243541186039,0.000133956166503906
364,38,440.1055908,2.680037313,0.6967890364330191,0.005810481096875
470,515,420.6661987,2.063879841,0.8184040691673062,7.863785217285159e-06
272,1,416.780304,3.560702178,0.6478824187525439,0.00124530289160156
364,1,409.9598389,0.995439601,0.6366729666016374,0.00382306654433594
390,72,397.02270510000005,4.091760013,0.5113414017352155,3.41172309570312e-06
286,1,395.7219238,2.157985171,0.5464913521603014,0.000138055973535156
390,523,390.3725035,1.053850084,0.7340245722550565,2.66248247070312e-05
390,272,388.0749817,1.818268407,0.5758138095615262,2.63066716308594e-05
364,390,382.9238281,1.793989967,0.5646043574106197,0.00167281322270508
470,72,382.3951111,3.3504328080000003,0.6472870716151001,1.64046395385742e-05
272,126,378.6156311,3.443965737,0.6639836592568207,0.000369419096484375
364,347,377.0707397,4.573554416,0.6377639412245959,0.000859296290234375
272,223,346.9550476,2.68069021,0.761064639076074,0.00396635288984375
364,272,344.36871339999993,3.317845687,0.6931674857384191,0.000529298043066406
286,1004,337.5630493000001,2.149278949,0.6109924359860914,6.96054995742798e-05
364,1004,335.1945011,1.028785692,0.7011740504274275,0.0023891454548828107
286,525,314.2761536000001,2.104613979,0.6440612946405893,2.79991365356445e-05
364,223,309.1632996,1.656321225,0.7498551869251674,0.00166550472675781
364,126,295.1081238,1.35070352,0.6527742071059142,0.00035292820151367203
364,614,286.9967041000001,1.511026141,0.8409276759048243,0.017695186403125
364,286,269.3706055,2.215987365,0.5917764191461765,9.775777299804693e-05
347,797,259.9775391,4.00615776,1.0515025681145045,0.001707445271875
390,830,238.2935638,1.335702063,0.6713975540186756,4.70332275085449e-06
347,72,212.43124390000003,3.55562934,0.5845009855491917,0.0019884977324707
347,38,207.5112305,6.182394358,0.6525949440701024,0.0097574248953125
347,830,198.79173280000003,5.083512565,0.7445571378326519,0.0157173827890625
347,63,197.7229767,5.118486104,0.6116576147596011,0.00244991467109375
347,470,196.6443329,4.788830755,0.6563559349275875,7.94669821777344e-06
347,491,195.4152807,4.531280172,0.8021517028521832,0.000385630299876022
390,470,194.3282471,1.427200056,0.5831963511136112,5.16789510345459e-07
347,525,188.5697327,4.474080911000001,0.6900488167190085,0.000724196390039062
347,390,187.5805054,5.952730466,0.5204102650477028,0.00106666348034668
347,226,187.5075989,6.207914304,0.8065820498524587,0.000801635450512695
347,194,184.7930603,4.910804415,1.0875707769363379,0.00194952646054687
347,693,182.5238495,5.760651005,0.8049020260510791,0.0141126000203125
347,364,182.5201111,4.573554416,0.6377639412245959,0.000109692758984375
347,946,181.5779724,3.957650818,0.8494387737185358,0.0051011776921875
347,126,174.09642030000003,5.275281983,0.6085801147429974,0.000317477790136719
390,286,173.246725,0.969226496,0.4744227429692836,8.38847049713135e-08
347,614,170.8238525,5.628978592999999,0.7967335835419076,0.0241112544421875
347,272,169.7170715,6.558818491,0.6489733933755024,0.007443005675
347,223,167.53488159999995,5.7078892770000005,0.7056610945622506,0.0047593596640625
347,210,165.8778687,4.727578661,0.5611118761970232,3.46485576599121e-05
347,1004,165.4485016,5.023445033,0.6569799580645107,0.00384738814414062
347,1,155.9601288,5.024191477,0.5924788742387206,0.0016496938264160199
390,515,130.6109161,1.158835623,0.6824583992874217,6.14322957611084e-07
390,364,119.6872253,1.793989967,0.5646043574106197,8.171779556274409e-07
390,347,0.0,5.952730466,0.5204102650477028,0.0
272,470,0.0,2.778920654,0.7117594794414108,0.0
286,470,0.0,2.147673159,0.6103684128491682,0.0
286,364,0.0,2.215987365,0.5917764191461765,0.0
