n1,n2,intensity,distance,R1+R2,projection_volume
1004,88,1314.121948,2.113504199,0.9137227707148504,0.11076337545
223,515,1311.986938,1.792456415,0.8677092288019694,0.0794015796
223,470,1309.272705,2.167233259,0.7684471806281591,0.002372329334375
797,1004,1298.045654,1.964510117,1.114912677317336,0.009890302253125
1004,364,1293.70166,1.028785692,0.7011740504274275,0.014413972453125
1004,390,1290.486206,2.097617696,0.5838203742505345,0.00586300281875
470,38,1275.369408,1.869144189,0.7153810301360108,0.000102351936914062
614,210,1271.381348,1.766182324,0.7642756108772517,0.0080417985375
72,797,1267.858276,2.653262143,1.0424337048020171,0.00170424949570312
210,797,1263.35791,1.4259382880000002,1.0190445954498486,0.013513196725
210,63,1256.321655,1.7671728830000002,0.5791996420949452,0.0019212351046875
210,693,1245.0040279999996,2.120636697,0.7724440533864232,0.00385874724375
797,38,1231.064575,2.440266379,1.1105276633229275,0.0152690988625
210,88,1228.880005,2.115868616,0.8178546888473628,0.0067496765
210,614,1223.212769,1.766182324,0.7642756108772517,0.01404210241875
194,347,1221.3397220000004,4.910804415,1.0875707769363379,0.0101592405140625
223,523,1218.533569,2.134385157,0.9192754017696042,0.0697210906
470,63,1218.120361,1.58113883,0.6744437008255095,0.000542291268151855
210,390,1216.54126,2.011218536,0.4879522923830469,0.0017560908640625
1004,797,1204.0095210000004,1.964510117,1.114912677317336,0.038311653275
390,226,1200.399591,1.182032148,0.7334224660384825,0.0003677966796875
223,210,1198.387695,1.473091986,0.6732031218975947,0.0030295928249999995
223,286,1197.763306,1.163786922,0.6596735724838314,0.0102131171625
1004,226,1192.033203,3.077206525,0.8699921590552904,0.0416852506
210,523,1191.652344,2.871515279,0.7747261834043768,0.010163738025
223,525,1191.015015,1.280390565,0.8021400624195799,0.017274279925
226,272,1184.871216,0.739256383,0.861985594366282,0.0096368992125
797,72,1183.219849,2.653262143,1.0424337048020171,0.00172515756601562
525,226,1182.241943,2.932882541,0.9030610177097882,0.0448394118375
194,126,1179.999445,1.582466429,1.1025810428176563,0.0055524488578125
470,523,1177.842041,2.076270695,0.8699702421349411,0.0001019309484375
525,272,1174.5061039999996,3.337019628,0.7454523612328319,0.006863158509375
210,38,1160.625122,3.069853417,0.6201369714054465,0.0019070741046875
72,226,1155.4099119999996,4.8958860280000005,0.7975131865399714,0.0081739866796875
72,88,1154.38916,3.786607981,0.8412437981995313,0.012225971625
1,347,1153.860474,5.024191477,0.5924788742387206,0.000579934781835937
223,272,1139.596924,2.68069021,0.761064639076074,0.0297477285
470,525,1135.33313,1.968476568,0.7528349027849169,0.00151839251484375
72,515,1134.3540039999998,4.394246238,0.7465491197889105,0.012150957984375
72,525,1132.965332,2.062498485,0.6809799534065212,0.00887845301875
797,614,1131.21167,1.951127879,1.254666302794733,0.0478184336
210,515,1130.48291,2.621621636,0.7231600104367419,0.003853587696875
1,515,1125.4064939999996,2.614459791,0.7545270084784395,0.0026507224515625
830,286,1124.862061,1.23616342,0.6985696157542326,0.007573027175
126,390,1119.905518,2.087007427,0.5354205309290212,0.0054766975375
525,63,1113.34375,1.426499211,0.7081365826169306,0.007785688246875
525,88,1110.7595210000004,1.786253062,0.946791629369348,0.049258912325
223,226,1106.139282,2.334137957,0.9186732955530302,0.0325278072
126,210,1103.444702,0.943716059,0.5761221420783416,0.00194154204453125
525,347,1098.413818,4.474080911000001,0.6900488167190085,0.006606310615625
525,390,1091.980103,2.198499488,0.6168892329050323,0.00317193503046875
525,470,1091.423096,1.968476568,0.7528349027849169,0.000736453840360311
226,797,1082.594727,2.932388105,1.2645147691052843,0.027445817525
72,63,1082.038818,3.4294897580000003,0.6025887514471138,0.0009296893265625
72,946,1078.052368,2.068453529,0.8403699104060485,0.0077362082
1,523,1077.14978,2.915150082,0.8060931814460742,0.00720643275625
1,63,1073.509277,1.776344561,0.6105666401366426,0.00101930559882812
210,347,1073.504517,4.727578661,0.5611118761970232,0.00087416371328125
