n1,n2,intensity,distance,R1+R2
746,159,9886.857422,2362.265861,1.8028692175716758
961,918,9871.578567,2578.080681,2.553382738675176
128,533,9847.996927,3655.5847689999996,1.700139941816185
181,15,9827.431641,1102.497166,0.8461837420289378
181,685,9789.921875,1795.494361,1.070993887724792
867,101,9780.693359,1712.687946,1.268451866316001
596,226,9778.24707,1311.678314,1.0705906129305816
385,746,9717.138751999999,6984.2394,1.9421721584329696
978,1048,9703.235352,551.9057891,1.4082943884237884
972,44,9702.942943,718.6097689,1.4175754888624996
502,215,9630.469185,556.1474625,1.4677181067577627
345,677,9606.785692,1605.272563,1.965583368891485
523,515,9591.381836,142.4780685,0.9692322903087515
385,507,9548.514648,8611.579414,2.768920027283486
918,484682470,9522.603516,2928.6515670000003,1.8274919424469145
385,879,9510.724045,2924.7564,2.158481851164262
366,507,9494.137695,5660.176676,1.9968578383508195
1041,589,9476.807137,7831.921859,1.8110661779699277
867,7,9472.501263,1338.431918,1.2846448533290595
149,726,9435.417829,3580.8797799999998,1.6368256461053075
797,394,9400.802216,3339.625728,1.328345419286714
127,362,9400.696289,696.4194139,1.1514830626620554
726,463,9389.697266,1403.1749710000001,2.307027258411804
491,255,9387.048828,3572.3941549999995,0.9684482079357349
23,403,9379.078408,1573.18149,1.2757640005912425
88,351,9328.370269,1278.045383,1.2375329365204326
463,178,9313.605469,1052.378259,1.602346924473494
926,255,9313.445313,4212.006648,1.526034912263304
56,351,9311.5,570.7013228999999,1.7004043224176222
693,194,9290.564453,280.713377,1.2989029541257382
978,136,9219.546113,1284.795704,1.4252970550704378
918,382,9179.642981,5159.486409,2.496242870766223
647,295,9177.120799,277.3084925,1.6100011867969575
101,1041,9155.906611,794.0403012,1.7338146841080486
128,214,9114.408203,1297.420518,1.6437163882219572
463,255,9090.689453,3305.934059,1.606618920931841
596,258,9087.25293,3283.686952,1.3265643889504797
181,599,9080.680664,1305.4118119999998,0.8568943017694362
181,362,9050.271749,429.5346319,1.1565606935089052
385,104,9030.888397,6158.5875,2.152547378427673
672,1022,9021.727539,2584.685668,2.5583679604747678
23,319,8989.683795,1254.232833,1.1983996760296065
342,184,8986.877938,5081.220326,1.512027900980868
484682470,726,8963.847094,859.9418585000001,1.8405006131103887
797,470,8949.636719,1536.131505,1.114288654180413
672,378,8925.121009999999,1798.0266960000001,3.129732769067041
491,127,8884.559923,2592.932703,0.9665092904794175
685,366,8861.312642,959.8437372999999,1.023503234716094
181,127,8801.497551999999,647.5337829,0.9273626549629972
685,797,8769.833008,1808.203528,1.3594913885035336
502,310,8769.211914,4494.730248,1.278608311247236
797,533,8763.62625,3835.3357090000004,1.3841713056042624
596,15,8755.970703,1973.068676,0.9407570866329767
685,629,8723.771956999999,1592.042713,1.1848028434417768
178,475,8721.408355,861.6263690999999,1.0095350386320305
149,362,8668.467773,330.3028913,1.163676429714935
797,475,8629.675395,683.1544481000001,1.3054432492596513
56,672,8626.977539,3736.120983,2.854640665331317
342,56,8598.983613,2151.673767,1.9138588112006298
48,39,8585.687563,1089.724736,1.7391437088121
886,507,8583.712891,6621.978556,2.590786172634851
385,170,8571.419542,2336.0008559999997,1.7473866060672691
255,159,8562.929688,3527.90306,1.5145701674819891
366,181,8550.915039,1228.128658,0.8849496328011487
385,926,8536.852614,3312.672637,2.2537451615778044
382,746,8532.182136,5189.614629,2.0971422540394213
104,1057,8494.290608,1742.297334,1.7119737325724436
502,926,8492.210429,3166.322788,1.8578123293894846
773,395,8488.6561,1825.623181,1.192236332484815
136,159,8445.842773,9612.174572,1.923347350337298
726,723,8433.9278,5837.705029,2.0301881731804468
385,302,8329.373298,2987.390165,1.99248943531712
342,23,8326.399414,220.90722030000003,1.3880408393332289
329,361,8315.43732,2219.774763,1.8392436696895909
403,194,8310.90918,1634.166454,1.5759687019857735
491,194,8292.558594,2140.4205190000002,1.2961526309268423
149,15,8291.087891,1518.584868,0.8532994782349677
88,15,8266.072331,886.171541,0.9334913362051934
395,978,8264.435547,808.7644897999999,1.3391775421526213
128,271,8258.372228,1201.58229,1.356907567508073
395,852,8235.124241,314.6426545,1.5983176075220573
215,726,8231.468481,847.584804,1.8363490271115448
536,23,8227.766984,1955.9652350000001,1.1706867062410562
255,184,8151.105298,3882.2931369999997,1.077649642272998
523,226,8146.587401999999,520.8646656999999,1.0201963570598123
926,491,8145.861126000001,3578.6310229999995,1.5683202611702565
989,928,8134.050548,1247.156766,1.6636672548230416
409,312782628,8130.897604000001,374.1657387,1.3379691262790505
319,295,8117.561087,806.1017306,1.4761886537737934
536,403,8108.9058780000005,843.5045938999999,1.4652884046103636
926,15,8086.844727,4283.771703,1.442917081872927
362,186,8066.078613,1687.7796059999998,1.1257761179007046
403,342,8062.94642,1445.994467,1.682642537702536
218,726,8054.837044,1759.715886,1.8234336225199463
515,523,8042.708495999999,142.4780685,0.9692322903087515
385,255,8039.440918000001,4589.1393530000005,1.653873108343283
329,507,8015.489745999999,6098.368634,2.723271461875766
215,294,7991.335655,2042.6698219999998,1.778219879483038
394,894,7964.129537000001,391.02429589999997,1.3990120500573702
215,502,7957.696007,556.1474625,1.4677181067577627
726,502,7928.500488,673.2755751,1.9583486136349264
181,629,7924.141602,1790.3630920000003,1.0462492415268319
946,491,7923.918976000001,1786.8687699999998,1.05802062770904
385,533,7914.499097,3020.860804,1.8202453407494892
985,48,7903.966764,1865.931403,2.225977387996286
463,155,7900.125977,3098.144606,1.7671566482664742
409,312782574,7878.794603,140.7124728,1.153857861480799
946,723,7877.099988,4590.860486,1.4193522554737892
362,149,7864.555892,330.3028913,1.163676429714935
23,342,7821.873774,220.90722030000003,1.3880408393332289
385,155,7815.162109000001,3706.1435479999996,1.8144108356779158
651,723,7803.091054,10310.77592,1.4541710420811076
926,886,7773.384981,5598.473006,2.075611306929169
946,1004,7758.558775,1826.6362530000001,0.9128488829213675
127,15,7733.440627,566.568619,0.8411061111820881
926,1007,7723.000977,3421.388607,2.170761238123199
128,294,7714.692790000001,2891.695005,2.176046899261435
127,262,7712.768066,1387.840048,1.1628427917668547
566,926,7705.1674140000005,1245.993579,1.7566951131368507
385,178,7652.368270999999,2149.255685,1.6496011118849359
385,215,7646.627953,2161.966697,1.8636509389460822
382,484682470,7635.825915,2400.187493,2.0227726205513776
672,104,7635.193915999999,2427.776761,2.7999972419517296
342,731,7621.832781,4542.950583,1.591092793089115
726,382,7619.24707,3020.695284,2.5092515414296974
507,746,7614.4895799999995,2725.967718,2.329508828058672
491,366,7612.131348000001,1760.482888,0.924096268317569
429,445,7602.116211,1558.236182,1.3579892169599312
88,685,7583.306331999999,1075.267409,1.1583014819010478
647,536,7582.8949760000005,1110.2252019999999,1.5217366130718917
385,731,7579.709859999999,7844.271795000001,1.8844247836957457
502,564,7577.081543000001,4533.232842,1.2575049998997438
926,463,7556.233398,1420.352069,2.2064909741663623
726,484682470,7542.432129000001,859.9418585000001,1.8405006131103887
797,685,7536.375,1808.203528,1.3594913885035336
382,502,7532.918945,2404.1006629999997,2.1406206210759153
128,215,7531.013821,1187.349991,1.7435455400127782
385,706,7515.487443000001,3454.576675,1.4313736813866715
491,749,7512.077773999999,1135.517503,0.9727168243767537
361,985,7508.4975030000005,3357.88624,2.088354467941634
596,272,7495.411133,533.7602458,0.9129819564536252
136,773,7491.326172,1094.02925,1.2783558454026316
88,226,7456.28141,1152.822623,1.0633248625027982
23,536,7434.000622,1955.9652350000001,1.1706867062410562
946,104,7422.805195999999,4474.673172,1.5144095488864775
425,385,7416.995919,653.8348415,1.764963081151271
797,214,7415.897948999999,1099.909087,1.3277477520100347
394,533,7414.412534,1169.8290470000002,1.2030814375236465
523,88,7401.021973000001,1179.0250210000002,1.0639269687193722
385,262,7393.504395,4725.991959,1.8924919585376725
178,170,7385.349636,643.4283177,1.0154043602944216
797,325,7368.773926000001,836.4209467000001,1.1061224643228051
385,961,7360.190918000001,4334.570336,2.5936933211731885
946,44,7354.320320000001,3424.821163,1.1387144161204508
88,127,7342.788964,1156.762724,1.014670249139253
972,731,7339.07061,1103.313192,1.5251480268965993
385,151,7319.331302,7692.034841,1.7285851768312628
961,788,7318.995117,1881.1166899999998,2.060516224436477
186,726,7309.858795,2805.957947,1.5989253342910772
946,972,7272.545899,4118.859065,1.3841687713174418
723,746,7269.850377,1989.5979489999997,1.6180788857901707
395,773,7268.1788400000005,1825.623181,1.192236332484815
985,589,7253.193395,3217.467949,2.095466476439148
463,258,7239.606445,4520.188049,1.9093083928589674
920,898,7188.625175,1923.486418,1.4970941411529082
946,599,7184.462401999999,565.154846,0.9433280081522091
596,351,7183.257323999999,1654.236984,1.244798686948216
993,262,7180.958495999999,3997.6368020000004,2.16424410687966
515,266,7176.593842,1737.0377079999998,0.9842550299927606
395,429,7174.3366590000005,736.1385739,1.5234489154858457
425,409,7160.735202,690.3622238,1.2381051256390925
295,536,7159.522798999999,879.8295288999999,1.4484756839852433
672,149,7144.165039,4316.862286,2.3115774214639018
895,1002,7124.19382,1451.8264359999998,1.5429860855879693
693,523,7116.124023,1333.004126,1.0185163332584328
429,7,7095.052734000001,3321.174491,1.377863873951075
993,629,7093.207031,4008.703032,2.0425729257927876
993,362,7058.345703,4764.304776,2.152884377774861
926,310,7053.700195,5187.7740890000005,1.5467029473555767
491,1004,7028.331595000001,1401.178076,0.8655618120550148
385,843,7025.900879000001,1584.4872990000001,1.7968917456199838
149,463,6993.035376000001,3799.9736840000005,1.616873370528403
879,159,6983.195801000001,7087.771159000001,2.0191789103029683
491,100,6975.565918000001,788.2258559999999,0.9452424940287197
726,746,6972.607628,6016.28623,1.9148702465984322
23,788,6961.875488,1666.283289,1.1481957332031485
295,672,6959.573242,2106.133899,2.6066116712081033
946,525,6958.783203,1202.372654,0.9459177415758653
385,484682470,6942.754883,1186.844556,1.8678025249449264
155,262,6941.077754000001,2158.263191,1.325319436557805
523,272,6928.860352,578.0138407000001,0.8625877005828559
985,731,6912.625245,2860.244745,2.087887016540069
255,127,6903.398287999999,1266.530694,0.924223941572465
312782574,425,6889.741556999999,820.9750301,1.0640955404864654
898,746,6885.982779999999,7602.953374,1.2575978163463695
312782574,312782628,6873.724965,286.00699289999994,1.1639595411264234
978,395,6872.211904000001,808.7644897999999,1.3391775421526213
184,993,6870.799198999999,1144.1590800000001,2.077112039929486
312782574,409,6867.945527,140.7124728,1.153857861480799
672,345,6824.2719560000005,1914.7062440000002,2.9786670170671847
651,1039,6823.460448999999,234.0939982,0.8567085869160067
128,507,6816.476073999999,7075.3798480000005,2.648814628350182
886,746,6795.2954310000005,4262.4054240000005,1.7640383037843343
128,746,6786.226806999999,5889.320844,1.8220667594996656
536,319,6762.366306999999,1202.372654,1.3879240800487276
685,262,6756.697009999999,1609.285556,1.3064740245286495
677,345,6745.049223,1605.272563,1.965583368891485
128,894,6712.146281,3462.3835719999997,1.8960705543499086
319,178,6696.5651689999995,2974.457934,1.166627957974683
515,250,6692.590383,3354.3106589999998,0.9710064398992191
218,325,6690.608008,1541.200831,1.0113486761647326
502,491,6689.72749,4259.319194,1.3002256250619157
4,589,6670.456778,7045.246625,1.7213435669509827
128,382,6665.187521,3816.333319,2.416448054330931
726,218,6659.722656,1759.715886,1.8234336225199463
1027,1002,6644.254819,30.0,1.32755937885889
523,351,6641.882324,1715.896267,1.1944044310774466
926,484682508,6630.625488000001,3312.249991,1.4883693685592714
814,44,6626.034665,661.0597552,1.0790273104176986
345,746,6621.006425,3271.910757,1.891805954318314
202,898,6618.168457,488.3646178999999,1.2632960725716873
894,394,6611.698767,391.02429589999997,1.3990120500573702
385,628,6597.310547,2836.494315,1.556935268078454
961,672,6590.992676,1232.1525880000002,3.241143184697245
946,879,6590.448966,4085.719031,1.5203440216230666
985,262,6557.469727000001,3285.818011,2.095954191381996
149,382,6554.536133,3782.287668,1.8190976535462964
926,194,6552.957031,3622.402518,1.8537393352544114
985,159,6533.10791,3621.173843,2.4457426496408132
993,723,6528.859681,1526.6302759999999,2.329242233356972
814,723,6507.1522079999995,1839.1302289999999,1.359665149771037
946,693,6491.565614,1385.6767300000001,1.060770950907936
437,429,6491.210556,1270.314922,1.4986991652802173
402,1027,6490.942489,994.2836617,1.0919944258190277
151,507,6466.327744,2151.348414,2.1159218464569656
515,88,6456.4551,1258.33223,1.0123607957517375
218,155,6454.57373,923.1467922,1.2835630123746165
382,507,6442.412109000001,7561.521011,2.9238901228899374
1018,1002,6442.1189460000005,1063.860893,1.5586757281144963
879,894,6432.431952,816.9455306,1.7930744467896913
614,1004,6394.547019,300.1666204,0.8601436927447392
867,920,6375.137242,1922.6544149999997,1.6353675998225632
693,797,6372.684247,2665.0703559999997,1.2628347453039046
4,294,6364.354159,1117.228714,2.125491621550897
672,952,6364.070313,596.8249325,2.5952421738055977
366,599,6362.722656,366.87872660000005,0.809403648760738
329,182305689,6329.925483,1351.665639,1.8155989495915092
685,894,6323.764952,4401.658778,1.4301580192741896
918,184,6319.117642,7520.598379999999,1.7650493090894868
536,1022,6311.4272869999995,1631.2265320000001,1.4002319732519077
128,381,6303.819336,3176.098235,1.788324904002374
463,310,6302.818359000001,4579.235744,1.6272869560241139
797,218,6296.89465,2077.233737,1.4146614992092572
484682470,310,6280.724121,5087.1603079999995,1.1607603107226985
693,515,6271.775879,1444.922143,0.9669501602907979
402,1011,6255.684524,1258.76924,1.2271602794284626
4,746,6246.967792,6943.802993000001,1.7715114817891275
194,525,6234.083008,1561.1534199999999,1.1840497447936675
746,723,6224.817376,1989.5979489999997,1.6180788857901707
515,258,6222.130859000001,3457.6437060000003,1.2246039601120757
985,961,6209.378906,4464.7396340000005,2.797155554017512
536,672,6195.08711,1596.778006,2.518347097483037
353,345,6188.753636,1643.7153039999998,2.0370368361330495
382,295,6138.844016,5396.610047,2.114131903290498
104,672,6137.166572,2427.776761,2.7999972419517296
378,353,6117.362503,1181.101181,2.1881025881329057
385,218,6116.886867,2862.044724,1.850735534354484
319,351,6097.780272999999,2728.424454,1.3918237243578924
385,918,6092.133812,2549.235179,2.3412727751597715
159,589,6079.412553,940.4254356,1.752701302733531
369,574,6062.032715,5896.812698,1.5136816241993727
294,533,6054.5689600000005,1720.871872,1.7348142812864449
325,218,6049.550969,1541.200831,1.0113486761647326
128,930,6047.15387,1520.032894,1.5596241825563688
491,128,6046.642578,2873.7954,1.5760530583169312
329,369,6020.042351,1486.909547,2.1107147700383107
385,886,6016.190705,4187.564925,2.203449503009148
342,226,6012.162345000001,1247.958333,1.4072568136438803
993,930,6005.813477000001,5488.925214,1.9514817298316605
661,202,6003.4732030000005,1473.5671009999999,1.3598366214283082
136,1048,5997.939453,875.9566199,1.7267145580927508
403,1022,5984.126689,788.2892870000001,1.505309267602094
181,186,5972.532227000001,2060.75229,0.9016557102016463
362,382,5962.519531,4019.626848,2.036102325039325
926,127,5958.7001,4302.801413,1.5240959948069865
614,693,5934.060547,1220.409767,1.0080657607313075
797,194,5933.169434,2523.4500190000003,1.5455034961891636
312782628,895,5927.843151,2086.288571,1.4161332075251138
978,852,5908.326726,957.1311300000001,1.3660169507709115
515,310,5904.862793,1997.047821,0.9425825232772223
463,250,5898.92334,4794.580274,1.6557108726461105
369,262,5898.019531,2733.880027,1.6672719363259196
1027,1011,5893.490213,486.7237409,1.1885080492768292
255,507,5884.707031,4393.825213,2.0412097779689855
647,178,5883.42627,2452.6516260000003,1.300440490997847
463,170,5881.433370000001,1676.991354,1.7001324186558273
672,381,5873.098633,5290.822242,2.555880166459735
215,628,5865.636424,998.0981916000001,1.039002849366753
629,733,5861.32682,1544.894818,1.312293089240531
993,294,5846.294336,7435.139541,2.5679044465367267
395,437,5844.71342,1487.212157,1.546728448698139
1041,1017,5839.326906,864.5808232999999,2.481424572378798
560581563,325,5810.399414,652.533524,0.6988070299167896
337,361,5809.794333,1269.094165,1.5191598266500979
128,151,5804.9306990000005,6560.525893999999,1.608479777897959
345,733,5788.913574,4016.403864,1.8726894653328587
294,484682508,5785.000977000001,1470.510116,1.5307765051762061
1084,502,5780.827147999999,1087.612063,1.3990711409323575
182305689,733,5774.977253,3466.0784759999997,1.40271982678896
946,382,5774.958008,4443.0395,1.8984156237230394
385,382,5773.049316,3372.788164,2.5365534532642346
342,536,5771.766588,1822.800044,1.5775652433523497
178,463,5740.226074,1052.378259,1.602346924473494
342,672,5738.712890999999,2551.881659,2.7357012305752098
886,879,5732.781939,1643.684885,1.9803479965156268
502,918,5709.763135,2853.804478,1.9453399429714517
515,351,5700.289063,1682.1414920000002,1.142838258109812
15,262,5660.889832,1041.681333,1.0816638788327952
215,218,5660.788686999999,1117.7656279999999,1.3328031156427826
629,262,5657.307814,305.6141358,1.2817293783306891
429,159,5655.69873,10126.82576,1.78919855400156
88,272,5652.778813,1654.992447,0.9057162060258419
1002,1011,5639.487265,502.99105360000004,1.4627252324683249
337,985,5634.91331,2468.238238,2.219313182054894
616,294,5631.2328210000005,2262.763797,1.6139732810148553
693,1007,5612.49707,5844.527354999999,1.6159248569945261
294,218,5611.827636999999,2399.187362,1.7653044748914395
294,886,5599.353292,2899.155049,2.118018443546104
362,993,5594.583308,4764.304776,2.152884377774861
628,706,5592.894043,623.0569797,0.6067255918073422
463,218,5592.390136999999,2666.102024,1.803481346943042
746,507,5572.067383,2725.967718,2.329508828058672
926,566,5552.034668,1245.993579,1.7566951131368507
629,1020,5549.2691859999995,1728.583235,1.2486709940840948
502,385,5545.423126,1708.859269,1.9856505254694636
926,409,5541.768124,3214.607286,1.7268872060656255
215,325,5540.658716,592.7056605,1.0242640807563308
345,250,5539.351074,3479.856319,1.6525988559428968
926,425,5536.007147,3573.6955659999994,1.637124885071292
385,294,5532.681315,2727.673001,2.2961522981947393
946,151,5526.344193999999,5280.804863,1.0904473472900675
149,599,5524.57373,878.9197916000002,0.864010037975466
685,985,5521.995569,4705.422404,1.9990276564930838
319,507,5490.823242,5295.620832,2.2859468733732333
429,661,5489.410156,3665.2285060000004,1.3404677016328743
589,56,5482.72168,1454.785208,1.7176116877443017
993,685,5471.669434,5525.332569,2.0673175719907477
814,731,5456.432564,1365.320475,1.1865998484517983
502,258,5456.096191,3815.193311,1.5606297480820894
215,128,5451.896044,1187.349991,1.7435455400127782
366,685,5449.484375,959.8437372999999,1.023503234716094
337,894,5428.742087,1639.756079,1.6504435448359998
104,345,5427.231253,1673.320053,2.102181174313017
194,491,5425.663006000001,2140.4205190000002,1.2961526309268423
378,329,5420.408427,973.1392501,2.4366343401352646
693,351,5418.731445,1719.709278,1.1921223010594932
15,797,5413.832609,2801.089074,1.1346812428076793
985,574,5387.390136999999,7389.783487999999,1.9423638792554492
159,342,5378.308172999999,3433.729751,1.948948426189859
599,362,5376.227539,1002.496883,1.0810147094684943
946,362,5368.332746,1134.900877,1.242994399891678
926,351,5363.501465,4820.41492,1.7469586821881662
491,214,5356.226563,1616.601373,1.0783968867477134
647,262,5342.239746,2121.744565,1.5433313376505837
194,342,5339.944929,1545.768417,1.6882455407277597
445,136,5339.745792000001,1301.153335,1.4921380132956694
463,484682470,5333.65332,2241.8296100000002,1.8205483375334843
946,149,5329.302771,1155.638352,1.0259897283986497
345,258,5328.800781,3796.8802979999996,1.9061963761557537
295,589,5318.361893,4795.039103,1.4695826936210876
