x,y,z
-4.033658199009209,-3.6955217749346216,0.7826125142274085
1.2275885216046722,2.9701267396709214,1.0399040752790478
3.8717002257783815,1.187777974130782,-3.504785779117167
1.0914814868899025,2.5804386454700046,0.00016162230077032547
0.17950610595763283,0.5494479347314387,1.1547709075939778
-2.7326453148764758,0.5704317302346231,0.4739515479812644
2.2468149757945115,-0.6439820087196693,1.1125461046268432
2.583260397069785,2.037410963099422,1.1848208845040666
1.2599101213710808,-2.662578379510798,-2.935578875224139
-1.8357268650847076,2.6792729786927696,-1.7812445623192623
-1.5238297724835577,-0.7350422545759758,-3.5336699925049055
-1.9572516668658704,0.4180146417657138,-1.7209545823959411
-3.574477415677239,4.159528686001325,1.2007687043760953
-2.4483091212314374,3.6779324331047683,4.165328780236644
2.870901059817295,-1.5946032309436493,1.2482118408895762
3.6217850048527973,-0.9564563357876659,3.0861379224893373
-2.849082634681555,-1.2052242165126428,0.7759763060407225
2.115309917561915,0.2926384763149441,-0.024697411614738485
-0.44842915634560265,0.8293395797736949,3.411698057488162
-2.3359757868843447,3.3343827047230477,-0.3119166666333273
1.6391471344626627,-2.2838077848547034,0.4817264086027695
0.03231576366192712,0.07435388806456,-3.805667956337945
-3.330680341758895,2.850864638121233,1.3934008664559316
-4.2069770089734595,-3.2389411524169462,-3.8912020924012807
1.770047473864076,3.6590828766927848,-2.3631191073877984
1.7484683890363888,-1.1989551425033658,-0.1403145840408122
